"","CCG_CODE","CCG_ONS_CODE","CCG_NAME","STP_CODE","SUBREGION_ONS_CODE","REGION_ONS_CODE","APPOINTMENT_DATE","APPOINTMENT_STATUS","HCP_TYPE","APPOINTMENT_MODE","TIME_BETWEEN_BOOK_AND_APPT","COUNT_OF_APPOINTMENTS"
"16376","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",321
"16377","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",24
"16378","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",73
"16379","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",128
"16380","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",20
"16381","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","GP","Telephone","22  to 28 Days",3
"16382","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","1 Day",6
"16383","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","19-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",6
"16384","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",27
"16385","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",4
"16386","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",101
"16387","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",78
"16388","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",15
"16389","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",41
"16390","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",112
"16391","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",23
"16392","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",28
"16393","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",86
"16394","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",68
"16395","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",32
"16396","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",24
"16397","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","20-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",149
"16398","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Telephone","Same Day",124
"16399","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Telephone","15  to 21 Days",1
"16400","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Home Visit","Same Day",65
"16401","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Home Visit","More than 28 Days",1
"16402","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Home Visit","8  to 14 Days",2
"16403","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Home Visit","2 to 7 Days",13
"16404","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",58
"16405","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",6
"16406","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","8  to 14 Days",6
"16407","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","2 to 7 Days",27
"16408","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","Same Day",11
"16409","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",952
"16410","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Unknown / Data Issue",15
"16411","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",146
"16412","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",150
"16413","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",920
"16414","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",487
"16415","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",19
"16416","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","Same Day",457
"16417","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","22  to 28 Days",5
"16418","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",68
"16419","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",148
"16420","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","15  to 21 Days",1
"16421","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",2
"16422","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",628
"16423","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",25
"16424","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Home Visit","2 to 7 Days",3
"16425","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",16
"16426","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","2 to 7 Days",1
"16427","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Unknown / Data Issue",2
"16428","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",1
"16429","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",2823
"16430","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",58
"16431","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",395
"16432","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",99
"16433","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",228
"16434","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",17
"16435","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","22-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",1123
"16436","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",712
"16437","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",191
"16438","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",778
"16439","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",325
"16440","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","Same Day",385
"16441","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","More than 28 Days",3
"16442","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",15
"16443","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","22  to 28 Days",1
"16444","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",69
"16445","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","15  to 21 Days",6
"16446","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",422
"16447","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",91
"16448","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",33
"16449","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Home Visit","2 to 7 Days",1
"16450","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Home Visit","1 Day",2
"16451","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",120
"16452","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",232
"16453","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",446
"16454","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",234
"16455","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",748
"16456","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",445
"16457","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",2275
"16458","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",44
"16459","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Telephone","Same Day",117
"16460","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Telephone","8  to 14 Days",1
"16461","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",1
"16462","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Telephone","15  to 21 Days",1
"16463","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Telephone","1 Day",16
"16464","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Home Visit","8  to 14 Days",1
"16465","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Home Visit","Same Day",39
"16466","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Home Visit","2 to 7 Days",6
"16467","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Home Visit","1 Day",9
"16468","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",46
"16469","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",2
"16470","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","15  to 21 Days",1
"16471","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","1 Day",2
"16472","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",51
"16473","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","8  to 14 Days",5
"16474","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","2 to 7 Days",4
"16475","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","1 Day",7
"16476","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","Same Day",10
"16477","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","1 Day",8
"16478","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Unknown / Data Issue",13
"16479","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","23-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",765
"16480","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Telephone","Same Day",113
"16481","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Telephone","8  to 14 Days",1
"16482","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",2
"16483","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Telephone","1 Day",10
"16484","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","Same Day",35
"16485","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","8  to 14 Days",2
"16486","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","22  to 28 Days",1
"16487","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","2 to 7 Days",10
"16488","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","1 Day",9
"16489","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",34
"16490","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",2
"16491","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",27
"16492","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","8  to 14 Days",2
"16493","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","2 to 7 Days",8
"16494","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","15  to 21 Days",1
"16495","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","1 Day",11
"16496","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","Same Day",23
"16497","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","2 to 7 Days",3
"16498","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Home Visit","1 Day",1
"16499","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Unknown / Data Issue",17
"16500","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","Same Day",700
"16501","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","More than 28 Days",112
"16502","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","8  to 14 Days",866
"16503","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","22  to 28 Days",162
"16504","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","2 to 7 Days",966
"16505","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","15  to 21 Days",518
"16506","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","1 Day",3
"16507","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Other Practice staff","Face-to-Face","1 Day",304
"16508","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","Same Day",400
"16509","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","15  to 21 Days",1
"16510","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","8  to 14 Days",17
"16511","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","22  to 28 Days",2
"16512","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","2 to 7 Days",66
"16513","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","15  to 21 Days",3
"16514","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Telephone","1 Day",72
"16515","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Home Visit","Same Day",16
"16516","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","Unknown","Home Visit","More than 28 Days",3
"16517","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Home Visit","8  to 14 Days",1
"16518","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Home Visit","2 to 7 Days",2
"16519","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Home Visit","1 Day",3
"16520","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Unknown / Data Issue",1
"16521","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","Same Day",2164
"16522","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","More than 28 Days",70
"16523","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","8  to 14 Days",456
"16524","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","22  to 28 Days",117
"16525","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","2 to 7 Days",819
"16526","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","15  to 21 Days",225
"16527","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","24-Oct-18","Appt Status Not Provided","GP","Face-to-Face","1 Day",321
"16528","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Telephone","8  to 14 Days",1
"16529","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Telephone","2 to 7 Days",2
"16530","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Telephone","15  to 21 Days",1
"16531","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Home Visit","Same Day",36
"16532","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Home Visit","8  to 14 Days",1
"16533","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Home Visit","2 to 7 Days",7
"16534","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Home Visit","1 Day",17
"16535","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","Same Day",67
"16536","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","2 to 7 Days",1
"16537","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Unknown","Face-to-Face","15  to 21 Days",1
"16538","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","Same Day",34
"16539","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","22  to 28 Days",2
"16540","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","2 to 7 Days",12
"16541","05A","E38000038","NHS Coventry and Rugby CCG","E54000018","E39000033","E40000002","25-Oct-18","Appt Status Not Provided","Other Practice staff","Telephone","1 Day",8
